post_id,text,translated,combined,predicted_label
task1a_test_844,සමහර tweet දැකල හෙන වල් කථාවක් කියන්න හිතෙනවා. ආයේ  මොකටද ඉල්ලන් කන්නේ කියලා නිකං ඉන්නවා.,Some of the tweet think a wild spoke.I just have to eat again.,සමහර tweet දැකල හෙන වල් කථාවක් කියන්න හිතෙනවා. ආයේ  මොකටද ඉල්ලන් කන්නේ කියලා නිකං ඉන්නවා. Some of the tweet think a wild spoke.I just have to eat again.,NOT
task1a_test_845,නේරුලා ගාන්ධිලා නොහිටින්න අපිත් තාම කතිර කොඩියට සැලියුට් ගහනවා. [දැන් ඉතිං රෙද්ද උස්සං එන්නෙපා. ඒක තමයි ඇත්ත]... URL,We still hit the celebration for the celebration still.[Now the cloth is come to come.That's the truth] ... URL,නේරුලා ගාන්ධිලා නොහිටින්න අපිත් තාම කතිර කොඩියට සැලියුට් ගහනවා. [දැන් ඉතිං රෙද්ද උස්සං එන්නෙපා. ඒක තමයි ඇත්ත]... URL We still hit the celebration for the celebration still.[Now the cloth is come to come.That's the truth] ... URL,NOT
task1a_test_846,"අපෙ අක්කා ගෙදර ඇවිත් මොකාක් හරි කුජීත කතාවක් කිවුවා.  ඊට පස්සෙ ""තමුසෙ දැන් ඕක ෆේස්බුක් දානවා එහෙම නෙමෙයි""  ප:ලි - ෂැක්. කතාව මතක නෑනේ","Our sister came home and told Mokakya.And then, ""You're not on Facebook."" P: ""Don't remember the story","අපෙ අක්කා ගෙදර ඇවිත් මොකාක් හරි කුජීත කතාවක් කිවුවා.  ඊට පස්සෙ ""තමුසෙ දැන් ඕක ෆේස්බුක් දානවා එහෙම නෙමෙයි""  ප:ලි - ෂැක්. කතාව මතක නෑනේ Our sister came home and told Mokakya.And then, ""You're not on Facebook."" P: ""Don't remember the story",HOF
task1a_test_847,බස් සින්දු කියන මල ජරාව නිසා පුදුම කරදරයක් තියෙන්නේ හැබැයි ඉතින් බස් එකේ යන වෙලාවට විතරයිනෙ ඒ කරදරේ තිබ්බෙ. මේ දවස්වල ගෙවල් ළඟ ඇඳුම් කඩේක උන් සල්ලි දීල කොහෙන්දෝ හිපටුවෝ දෙන්නෙක් ගෙන්නල මහ හයියෙන් බස් සින්දු කියවනවා උන්ගෙ කඩේ ඉස්සරහ. කනක් ඇහිල ඉන්න නෑ දවසෙම. රෙද්ද,"The bus is a wonderful shit, but at the time of the bus, he was at the bus.These days, when they dispense the garments in the homes, they read two hiphors to the loud busing buses.I don't have heard the time.Cloth","බස් සින්දු කියන මල ජරාව නිසා පුදුම කරදරයක් තියෙන්නේ හැබැයි ඉතින් බස් එකේ යන වෙලාවට විතරයිනෙ ඒ කරදරේ තිබ්බෙ. මේ දවස්වල ගෙවල් ළඟ ඇඳුම් කඩේක උන් සල්ලි දීල කොහෙන්දෝ හිපටුවෝ දෙන්නෙක් ගෙන්නල මහ හයියෙන් බස් සින්දු කියවනවා උන්ගෙ කඩේ ඉස්සරහ. කනක් ඇහිල ඉන්න නෑ දවසෙම. රෙද්ද The bus is a wonderful shit, but at the time of the bus, he was at the bus.These days, when they dispense the garments in the homes, they read two hiphors to the loud busing buses.I don't have heard the time.Cloth",NOT
task1a_test_848,අපේ කට්ටියව ට්‍රෙන් කරන්න ටිකක් අමාරු වේයි... URL,It's a little hard to make our guys ... URL,අපේ කට්ටියව ට්‍රෙන් කරන්න ටිකක් අමාරු වේයි... URL It's a little hard to make our guys ... URL,NOT
task1a_test_849,දවල්ට වැඩක් කර ගන්න නැ. රෑට නිදා ගන්න නෑ ලයිට් නැතුව. මේ කරුම ආන්ඩුව කරන උන් හෙන ගහලා මකබෑවිලාම පල..  #lka #සිතුවිලි #SriLanka,Don't get to the day.Don't sleep at night.This calendar is eradicated by the government and passes away.,දවල්ට වැඩක් කර ගන්න නැ. රෑට නිදා ගන්න නෑ ලයිට් නැතුව. මේ කරුම ආන්ඩුව කරන උන් හෙන ගහලා මකබෑවිලාම පල..  #lka #සිතුවිලි #SriLanka Don't get to the day.Don't sleep at night.This calendar is eradicated by the government and passes away.,NOT
task1a_test_850,විදුලිය   නැහැ කියන්නේ නිකන් පිස්සු වගේ ඒ  ඉස්සර  දැන් නම්  ඔන  තරම් වැඩ තියනවා,No electricity is that it's just like that before it's crazy,විදුලිය   නැහැ කියන්නේ නිකන් පිස්සු වගේ ඒ  ඉස්සර  දැන් නම්  ඔන  තරම් වැඩ තියනවා No electricity is that it's just like that before it's crazy,NOT
task1a_test_851,@USER මේවා දාන එවුන්ව කකුල්දෙක ගැටගහලා ඔලුවෙන් හිට්ටවලා වැවේ මෙහා කෙලවරේ ඉදල එහා කෙලවර වෙනකන් වැවේ වතුරෙ ඇවිද්දවන්න ඕනි... ඒක කරන්න බෑ කියනවනම් මුන්ට හිතෙන හිතෙන ලබ්බ ඔය පුපේ ටිප් ටොප් එකේ නොදා ඉන්න කියන්න ඕනි.. අනුරාධපුර ආමීස්... ඔවාලට බාරයි මේ වැඩ කටයුත්ත.. අපි යටිතලව සප් එක දෙන්නම්,"@Ser to tie them of these legs and to come to the Hittawala tip of the Lightsalawa timber ... Anuradhapura, Omis ...Work, we'll give the infrastructure","@USER මේවා දාන එවුන්ව කකුල්දෙක ගැටගහලා ඔලුවෙන් හිට්ටවලා වැවේ මෙහා කෙලවරේ ඉදල එහා කෙලවර වෙනකන් වැවේ වතුරෙ ඇවිද්දවන්න ඕනි... ඒක කරන්න බෑ කියනවනම් මුන්ට හිතෙන හිතෙන ලබ්බ ඔය පුපේ ටිප් ටොප් එකේ නොදා ඉන්න කියන්න ඕනි.. අනුරාධපුර ආමීස්... ඔවාලට බාරයි මේ වැඩ කටයුත්ත.. අපි යටිතලව සප් එක දෙන්නම් @Ser to tie them of these legs and to come to the Hittawala tip of the Lightsalawa timber ... Anuradhapura, Omis ...Work, we'll give the infrastructure",HOF
task1a_test_852,@USER මේ ගෑණි වගේ උන්ගෙ නම් ඇති සංහිඳියාවක් නෑ. දිය රෙද්දෙන් බෙල්ල කපයි. මේකෙ ඉන්න  සෑහෙන සෙට් එකක වෙස්මූණු ඊයෙ අද වෙද්දි සංහිඳියාවත් එක්කම ගැලවුනා.,"There is no reconciliation they have like this woman.The neck cut off the water cloth.In this quantity, the mastor of this quantity is escaped today.","@USER මේ ගෑණි වගේ උන්ගෙ නම් ඇති සංහිඳියාවක් නෑ. දිය රෙද්දෙන් බෙල්ල කපයි. මේකෙ ඉන්න  සෑහෙන සෙට් එකක වෙස්මූණු ඊයෙ අද වෙද්දි සංහිඳියාවත් එක්කම ගැලවුනා. There is no reconciliation they have like this woman.The neck cut off the water cloth.In this quantity, the mastor of this quantity is escaped today.",NOT
task1a_test_853,: මොකක්!!! එහෙනම් යුවී දවල් ගියෙ මන් ඕක නවත්තල දාන්නම් කියල.. : හොදම වැඩේ කියන්නෙ යුවී උන්ට කියල මන් හෙට විසදුමක් අරන් එනව. එතකන් ඔතනම ඉන්න කියල.. : දැන් හෙට ඌ යද්දි අරුන් එතන නෑනෙ බන්..ඌට මොනව හිතෙයිද... : ඌට හිතෙයි මරාගෙ අම්ම නමින් උදාගමක් හදන්න!  බඩුම තමා,": What !!!Then the couple will stop the day.Untreta, stay there.The layer",": මොකක්!!! එහෙනම් යුවී දවල් ගියෙ මන් ඕක නවත්තල දාන්නම් කියල.. : හොදම වැඩේ කියන්නෙ යුවී උන්ට කියල මන් හෙට විසදුමක් අරන් එනව. එතකන් ඔතනම ඉන්න කියල.. : දැන් හෙට ඌ යද්දි අරුන් එතන නෑනෙ බන්..ඌට මොනව හිතෙයිද... : ඌට හිතෙයි මරාගෙ අම්ම නමින් උදාගමක් හදන්න!  බඩුම තමා : What !!!Then the couple will stop the day.Untreta, stay there.The layer",NOT
